Site_gestion_date;si ajout;Ordre total;Ordre par jour;Tri si modif;Quadrat;Numéro;nombre_quadrats;Site;Gestion_2;Gestion_3;Gestion_4;Mixte_isole;Y;X;Green100;Building100;Impervious100;Natural100;Area;id;Quartier;Jours;Gestion_moment_4;Gestion_moment_5;Activite;Periode;Date;Heure_debut;Heure_fin;Temperature;Meteo;Achillea_millefolium;Bellis_perennis;Betonica_officinalis;Campanula_rapunculus;Centaurea_jacea;Centaurium_erythraea;Cerastium_fontanum;Cichorium_intybus;Cirsium_arvense;Cirsium_vulgare;Crepis_capillaris;Daucus_carota;Galium_mollugo;Geranium_dissectum;Geranium_molle;Geranium_pratense;Helianthus_annuus;Heracleum_sphondylium;Hypericum_perforatum;Hypochaeris_radicata;Jacobaea_vulgaris;Knautia_arvensis;Lapsana_communis;Lathyrus_latifolius;Leucanthemum_vulgare;Lotus_corniculatus;Malva_alcea_._Malva_moschata;Matricaria_chamomilla_Tripleurospermum_maritimum;Medicago_lupulina;Medicago_sativa;Origanum_vulgare;Picris_hieracioides;Plantago_lanceolata;Prunella_vulgaris;Ranunculus_acris;Ranunculus_repens;Rhinanthus_angustifolius;Rhinanthus_minor;Silene_latifolia;Tanacetum_vulgare;Torilis_japonica;Trifolium_campestre;Trifolium_dubium;Trifolium_pratense;Trifolium_repens;Veronica_arvensis;Veronica_persica;Veronica_serpyllifolia;Vicia_sativa;Vicia_tetrasperma_subsp._tetrasperma;Aglais_io;Andrena_dorsata;Andrena_flavipes;Andrena_fulvago;Andrena_humilis;Andrena_minutula.gr.;Andrena_proxima;Andrena_rosae;Andrena_spec.;Anthophila_indet.;Apis_mellifera;Aricia_agestis;Bombus_lapidarius;Bombus_lucorum;Bombus_pascuorum;Bombus_pratorum;Bombus_spec.;Bombus_terrestris.lucorum.magnus.cryptarum;Bombus_vestalis;Bombus_vestalis.bohemicus;Carcharodus_alceae;Ceratina_cyanea;Cerceris_arenaria;Cerceris_rybyensis;Cerceris_spec.;Cheilosia_pagana;Cheilosia_spec.;Cheilosia_variabilis;Chelostoma_rapunculi;Colletes.daviesanus.fodiens.similis;Dasypoda_hirtipes;Dasysyrphus_albostriatus;Episyrphus_balteatus;Eristalis_arbustorum;Eristalis_arbustorum.abusiva;Eristalis_intricaria;Eristalis_nemorum;Eristalis_pertinax;Eristalis_spec.;Eristalis_tenax;Euclidia_glyphica;Eupeodes_corollae;Eupeodes_latifasciatus;Eupeodes_luniger;Halictidae_indet.;Halictus_scabiosae;Helophilus_pendulus;Helophilus_trivittatus;Heriades_truncorum;Hylaeus_communis;Hylaeus_gredleri;Hylaeus_spec.;Lasioglossum_.Dialictus._spec.;Lasioglossum_.Leuchalictus._spec.;Lasioglossum_.Sphecodogastra._spec.;Lasioglossum_leucozonium;Lasioglossum_sexnotatum;Lasioglossum_spec.;Lycaena_phlaeas;Macroglossum_stellatarum;Maniola_jurtina;Megachile_centuncularis;Megachile_spec.;Megachile_willughbiella;Melanostoma_mellinum;Melanostoma_mellinum_Platycheirus_albimanus;Melanostoma_spec.;Mesembrina_meridiana;Myathropa_florea;Neoascia_spec.;Nowickia_ferox;Osmia_leaiana.niveata;Osmia_spinulosa;Panurgus_calcaratus;Paragus_haemorrhous;Pieris_brassicae;Pieris_napi;Pieris_rapae;Pieris_spec.;Pipizella_spec.;Pipizella_viduata;Platycheirus_albimanus;Polygonia_c.album;Polyommatus_icarus;Pyronia_tithonus;Rhopalocera_indet.;Scaeva_pyrastri;Scaeva_selenitica;Scaeva_spec.;Sphaerophoria_scripta;Sphaerophoria_spec.;Sphecodes_spec.;Stelis_punctulatissima;Stomorhina_lunata;Syritta_pipiens;Syrphidae_indet.;Syrphus_ribesii;Syrphus_spec.;Volucella_zonaria
Parc_Lapins_Tonte_finJuillet;192;162;23;112;40;31;1;Parc_Lapins;Tonte;Tonte;Tonte;mixte;50,664034;4,615877;13320,08768;4875,988173;325,7965974;8611,996662;7537,629883;2;Biereau;B;Tonte_recente;Tonte_recente;Moyenne;3_finJuillet;23-07-22;14:35:00;15:05:00;24;soleil;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Parc_Lapins_Fauche_finJuillet;193;163;24;113;41;31;1;Parc_Lapins;Fauche;Fauche;Graminees;mixte;50,663958;4,616191;13014,34325;7071,528093;359,3736281;5946,209201;2099,108643;1;Biereau;B;Fauche;Graminees;Nulle;3_finJuillet;23-07-22;15:10:00;15:40:00;24;soleil;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;0;0;0;2;0;3;0
Mercator_Tonte_finJuillet;149;164;25;121;12;11;1;Mercator;Tonte;Tonte;Tonte;isole_tonte;50,669501;4,619825;10239,85851;12431,81166;18405,57818;1840,110162;277,0678711;2;Biereau;B;Tonte_tardive;Tonte_tardive;Nulle;3_finJuillet;23-07-22;16:20:00;16:50:00;25;soleil;0;3;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
Lavoisier_Fauche_finJuillet;150;165;26;122;13;12;1;Lavoisier;Fauche;Fauche;Fleuri;mixte;50,66913;4,620026;10410,37763;14678,41167;18324,59217;1842,821859;64,30910492;1;Biereau;B;Fauche;Fleuri;Nulle;3_finJuillet;23-07-22;16:55:00;17:25:00;26;soleil;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Lavoisier_Tonte_finJuillet;151;166;27;123;14;12;1;Lavoisier;Tonte;Tonte;Tonte;mixte;50,669101;4,620129;10751,05275;14157,65517;17812,20067;2107,73581;567,1312866;2;Biereau;B;Tonte_tardive;Tonte_tardive;Nulle;3_finJuillet;23-07-22;17:10:00;17:40:00;26;soleil;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Sc_Fauche_finJuillet;152;167;28;124;15;13;1;Sc;Fauche;Fauche;Fleuri;mixte;50,668757;4,620301;9387,715517;16004,95172;20061,31639;2184,530226;387,6246643;1;Biereau;B;Fauche;Fleuri;Nulle;3_finJuillet;23-07-22;17:40:00;18:10:00;26;soleil;0;0;0;1;0;0;0;0;1;1;0;3;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0
Reaumur_Fauche_finJuillet;157;168;29,1;127;18;15;2;Reaumur;Fauche;Seme;Seme;mixte;50,66880848;4,621312102;8339,227715;15646,36921;13832,98827;3755,410674;900,3970947;1;Biereau;C;Seme;Seme;Nulle;3_finJuillet;24-07-22;09:30:00;10:05:00;21;soleil;1;0;0;0;2;0;0;2;2;0;0;3;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;5;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0
Creche_Fauche_finJuillet;153;170;30,1;125;16;14;3;Creche;Fauche;Fauche;Fleuri;isole_fauche;50,669873;4,621243;6603,832161;10742,07112;10662,59059;2496,893609;1589,909302;1;Biereau;C;Seme;Fleuri;Nulle;3_finJuillet;24-07-22;10:15:00;10:50:00;23;soleil;2;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;3;1;0;1;0
AvGL_Fauche_finJuillet;160;173;31;129;20;16;1;AvGL;Fauche;Fauche;Fleuri;mixte;50,670063;4,623615;9827,306641;6529,242285;14002,28611;5132,816804;118,6545486;1;Biereau;C;Fauche;Fleuri;Nulle;3_finJuillet;24-07-22;11:00:00;11:30:00;24;soleil;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;+;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0
Redime_Fauche_finJuillet;163;174;32,1;132;23;19;3;Redime;Fauche;Seme;Seme;mixte;50,668859;4,624446;4351,469958;7695,884347;18916,8979;6841,009704;537,8236084;1;Biereau;C;Seme;Seme;Nulle;3_finJuillet;24-07-22;11:40:00;12:15:00;26;soleil;0;0;0;0;2;0;0;0;2;0;1;1;0;0;1;0;0;0;1;1;2;0;+;0;1;1;0;0;1;0;3;0;1;0;0;0;0;0;1;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;1;0;2;0;0;0
AvThSc_Fauche_finJuillet;166;177;33;133;24;20;1;AvThSc;Fauche;Fauche;Fleuri;isole_fauche;50,668167;4,624323;7491,093543;9137,534486;8270,817157;4660,72433;2187,670166;1;Biereau;C;Fauche;Fleuri;Moyenne;3_finJuillet;24-07-22;12:20:00;12:50:00;27;soleil;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BST_Fauche_finJuillet;146;178;34,1;120;11;10;3;BST;Fauche;Fauche;Fleuri;mixte;50,669741;4,618801;4096,484311;11677,3224;32702,59211;922,0572379;587,1217041;1;Biereau;C;Fauche;Fleuri;Nulle;3_finJuillet;24-07-22;13:05:00;13:45:00;27;soleil;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
BST_Tonte_finJuillet;145;181;35;119;10;10;1;BST;Tonte;Tonte;Tonte;mixte;50,669937;4,619023;2505,400996;10772,11221;31175,34516;922,0572379;489,7449646;2;Biereau;C;Tonte_tardive;Tonte_tardive;Moyenne;3_finJuillet;24-07-22;13:45:00;14:15:00;28;soleil;0;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0
Reaumur_Tonte_finJuillet;156;182;36;126;17;15;1;Reaumur;Tonte;Tonte;Tonte;mixte;50,668958;4,62123;9131,370392;15015,67879;14035,09995;4207,187049;358,786499;2;Biereau;C;Tonte_tardive;Tonte_tardive;Nulle;3_finJuillet;24-07-22;14:20:00;14:50:00;29;soleil;0;1;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
AvGL_Tonte_finJuillet;159;183;37;128;19;16;1;AvGL;Tonte;Tonte;Tonte;mixte;50,669887;4,624059;6283,915266;6780,912215;14592,46253;6079,53507;356,856781;2;Biereau;C;Tonte_tardive;Tonte_tardive;Nulle;3_finJuillet;24-07-22;14:55:00;15:25:00;29;soleil;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Maxwell_Tonte_finJuillet;162;184;38;131;22;18;1;Maxwell;Tonte;Tonte;Tonte;mixte;50,608823;4,623991;5401,127791;12707,09936;21776,20809;3711,098226;982,272644;2;Biereau;C;Tonte_tardive;Tonte_tardive;Moyenne;3_finJuillet;24-07-22;15:20:00;15:50:00;29;soleil;0;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Stevin_Tonte_finJuillet;161;185;39;130;21;17;1;Stevin;Tonte;Tonte;Tonte;isole_tonte;50,668929;4,623032;7024,203875;21223,07357;15363,91107;310,190902;653,9789429;2;Biereau;C;Tonte_tardive;Tonte_tardive;Moyenne;3_finJuillet;24-07-22;15:55:00;16:25:00;30;soleil;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
Serres_Fauche_finJuillet;183;186;40,1;137;35;27;3;Serres;Fauche;Seme;Fleuri;isole_fauche;50,665987;4,619005;11377,34724;11507,86653;7648,945216;3897,252101;723,8536987;1;Biereau;D;Seme;Fleuri;Nulle;3_finJuillet;25-07-22;09:40:00;10:20:00;20;soleil;1;0;0;0;1;0;0;0;1;0;1;2;0;0;0;2;0;1;0;1;1;1;0;0;0;3;1;0;0;0;3;0;2;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;0;3;0;3;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;3;0;0;0
Mendel_Tonte_finJuillet;186;189;41;138;36;28;1;Mendel;Tonte;Tonte;Tonte;isole_tonte;50,66566;4,620241;8551,801887;13279,52482;20912,72229;1232,037366;1365,796631;2;Biereau;D;Tonte_tardive;Tonte_tardive;Nulle;3_finJuillet;25-07-22;10:25:00;10:55:00;21;soleil;0;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Curie_Tonte_finJuillet;168;190;42;134;26;22;1;Curie;Tonte;Tonte;Tonte;isole_tonte;50,667323;4,620178;4065,174977;19161,81435;31467,64669;90,20024156;273,2912598;2;Biereau;D;Tonte_tardive;Tonte_tardive;Moyenne;3_finJuillet;25-07-22;11:00:00;11:30:00;23;alternances;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Kellner_Tonte_finJuillet;187;191;43;139;37;29;1;Kellner;Tonte;Tonte;Tonte;mixte;50,666356;4,619539;4927,496469;18191,71819;8708,509041;4086,477422;394,2754211;2;Biereau;D;Tonte_tardive;Tonte_tardive;Nulle;3_finJuillet;25-07-22;11:40:00;12:10:00;23;alternances;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Kellner_Fauche_finJuillet;188;192;44,1;140;38;29;3;Kellner;Fauche;Seme;Seme;mixte;50,666018;4,619483;8602,354808;14672,78326;9209,763076;3534,904442;473,1366272;1;Biereau;D;Seme;Seme;Nulle;3_finJuillet;25-07-22;12:20:00;12:55:00;24;alternances;1;0;0;0;1;0;0;0;0;0;0;2;0;0;0;0;0;0;1;1;2;0;0;1;0;3;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;13;0;0;0;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;1;6;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;9;0;0;0;0
Carnoy_Fauche_finJuillet;180;195;45,1;136;34;26;3;Carnoy;Fauche;Seme;Fleuri;mixte;50,66667;4,618779;5986,330698;11063,1922;18139,03125;4054,062713;1284,775513;1;Biereau;D;Seme;Fleuri;Nulle;3_finJuillet;25-07-22;13:05:00;13:40:00;22;nuageux;1;0;0;0;1;1;0;0;0;0;1;4;0;0;0;0;0;0;1;1;1;1;0;0;1;2;0;0;0;2;2;0;0;0;0;0;0;1;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2;2;0;0;0
Carnoy_Tonte_finJuillet;179;198;46;135;33;26;1;Carnoy;Tonte;Tonte;Tonte;mixte;50,666953;4,619166;5255,025941;13087,03595;21702,63098;2780,341167;961,1496582;2;Biereau;D;Tonte_tardive;Tonte_tardive;Moyenne;3_finJuillet;25-07-22;13:45:00;14:15:00;22;nuageux;0;3;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
